Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2000-01-03 00:00:00-05:00,13.822502457646202,13.822502457646202,13.16712518594746,13.435234069824219,10997000,0.0,0.0
2000-01-04 00:00:00-05:00,13.435230759951232,13.539495300216927,13.25649154806718,13.450125694274902,7308000,0.0,0.0
2000-01-05 00:00:00-05:00,13.450128752104407,13.688447755463953,13.360759125844575,13.56928825378418,9457400,0.0,0.0
2000-01-06 00:00:00-05:00,13.569285896786473,13.748025118258962,13.479916286050228,13.58418083190918,7129200,0.0,0.0
2000-01-07 00:00:00-05:00,13.792716928960855,14.477884292602539,13.792716928960855,14.477884292602539,11474000,0.0,0.0
2000-01-10 00:00:00-05:00,14.477874305879144,14.522559103119512,14.001236468648555,14.016131401062012,8723800,0.0,0.0
2000-01-11 00:00:00-05:00,14.328931585000205,14.597040491996053,14.328931585000205,14.492775917053223,9398000,0.0,0.0
2000-01-12 00:00:00-05:00,14.492772867039935,14.731091845326308,14.403403250182548,14.656617164611816,8389800,0.0,0.0
2000-01-13 00:00:00-05:00,14.641723281458805,14.641723281458805,14.40340428603323,14.433194160461426,6106000,0.0,0.0
2000-01-14 00:00:00-05:00,14.462983286612596,14.760882015482064,14.462983286612596,14.552352905273438,7513200,0.0,0.0
2000-01-18 00:00:00-05:00,14.552351300533001,15.490732192993164,14.552351300533001,15.490732192993164,18350800,0.0,0.0
2000-01-19 00:00:00-05:00,15.490730402570119,15.550310134887695,15.267306406379204,15.550310134887695,12813400,0.0,0.0
2000-01-20 00:00:00-05:00,15.550318926063841,15.714163282564513,15.52052904306372,15.699268341064453,11539800,0.0,0.0
2000-01-21 00:00:00-05:00,15.699256456678159,15.937575340270996,15.669466596229054,15.937575340270996,11385800,0.0,0.0
2000-01-24 00:00:00-05:00,15.907791292047225,15.907791292047225,15.14814957304497,15.460943222045898,11306000,0.0,0.0
2000-01-25 00:00:00-05:00,15.460949277063474,15.743953165564637,14.984311149061517,15.699268341064453,9718600,0.0,0.0
2000-01-26 00:00:00-05:00,15.609895243044532,15.609895243044532,14.954517961848007,15.028992652893066,23723800,0.0,0.0
2000-01-27 00:00:00-05:00,14.939620069095067,14.939620069095067,13.926764471190317,14.179978370666504,17550800,0.0,0.0
2000-01-28 00:00:00-05:00,14.179980699893017,14.194875637602989,13.56928825378418,13.56928825378418,10875200,0.0,0.0
2000-01-31 00:00:00-05:00,13.569285612760094,14.001238722277154,13.479916003894495,13.688445091247559,10734600,0.0,0.0
2000-02-01 00:00:00-05:00,13.688443976576611,13.911867980546848,13.420335171812324,13.852288246154785,8114600,0.0,0.0
2000-02-02 00:00:00-05:00,13.792712581659895,13.792712581659895,13.360759379858452,13.435234069824219,7164000,0.0,0.0
2000-02-03 00:00:00-05:00,13.435232650100914,13.524602268615999,13.122438985298121,13.167123794555664,9464400,0.0,0.0
2000-02-04 00:00:00-05:00,13.167121391296385,13.762918739318847,13.122436590194702,13.405440330505371,11501800,0.0,0.0
2000-02-07 00:00:00-05:00,13.4054443862412,13.733133026793762,13.241600065964919,13.554393768310547,7742800,0.0,0.0
2000-02-08 00:00:00-05:00,13.554393413939762,13.792712419020022,13.52460353830473,13.628868103027344,8261200,0.0,0.0
2000-02-09 00:00:00-05:00,13.628865637277302,13.76292005338167,13.52460109141835,13.58418083190918,7948600,0.0,0.0
2000-02-10 00:00:00-05:00,13.584185010411641,13.673554648638033,13.405445733958857,13.509710311889648,8031000,0.0,0.0
2000-02-11 00:00:00-05:00,13.330966785332215,13.330966785332215,13.077752891085682,13.241597175598145,7688600,0.0,0.0
2000-02-14 00:00:00-05:00,13.16711942483316,13.16711942483316,12.824536000883882,12.89901065826416,7134000,0.0,0.0
2000-02-15 00:00:00-05:00,12.89901650554002,13.286284899470783,12.690487370346531,13.271389961242676,7850800,0.0,0.0
2000-02-16 00:00:00-05:00,13.211806399680352,13.211806399680352,12.690483711981578,12.764958381652832,6869200,0.0,0.0
2000-02-17 00:00:00-05:00,12.764964635796586,12.764964635796586,12.198956868981803,12.467065811157227,11661000,0.0,0.0
2000-02-18 00:00:00-05:00,12.4670630615123,12.4670630615123,12.094689612841083,12.24363899230957,11443400,0.0,0.0
2000-02-22 00:00:00-05:00,12.243632510088492,12.54153111130719,12.035103489235404,12.333002090454102,10543000,0.0,0.0
2000-02-23 00:00:00-05:00,12.258538667167105,12.258538667167105,11.915954962009337,12.21385383605957,11021600,0.0,0.0
2000-02-24 00:00:00-05:00,12.035106826456756,12.035106826456756,11.51378412976618,11.871262550354004,15451600,0.0,0.0
2000-02-25 00:00:00-05:00,11.871268862478233,12.079798052032432,11.45421048336984,11.60315990447998,10905200,0.0,0.0
2000-02-28 00:00:00-05:00,11.603157279156006,11.841476299010301,11.335048381819924,11.752106666564941,10790800,0.0,0.0
2000-02-29 00:00:00-05:00,11.632947375045031,11.632947375045031,11.34994353365469,11.588262557983398,10346200,0.0,0.0
2000-03-01 00:00:00-05:00,11.722310504492592,12.243633080931271,11.722310504492592,12.154263496398926,15612200,0.0,0.0
2000-03-02 00:00:00-05:00,12.154268663536092,12.34790284567576,11.767000299256756,11.826580047607422,11358600,0.0,0.0
2000-03-03 00:00:00-05:00,11.82657741489553,12.005316620158435,11.692523010948353,11.9457368850708,9010600,0.0,0.0
2000-03-06 00:00:00-05:00,11.796788955221372,11.796788955221372,11.513785179780454,11.677629470825195,7866000,0.0,0.0
2000-03-07 00:00:00-05:00,11.677631610900717,11.677631610900717,10.67967074619364,11.230783462524414,23440200,0.0,0.0
2000-03-08 00:00:00-05:00,11.230780767139636,11.454204787706074,10.93288207305105,11.320150375366211,14441600,0.0,0.0
2000-03-09 00:00:00-05:00,11.320153914670893,11.335048854032303,10.932885491274257,11.141414642333984,12389400,0.0,0.0
2000-03-10 00:00:00-05:00,11.11162722503746,11.11162722503746,10.500934575940226,10.843518257141113,14059200,0.0,0.0
2000-03-13 00:00:00-05:00,10.600110397338868,10.600110397338868,10.316045379638673,10.465553283691406,15646400,0.085,0.0
2000-03-14 00:00:00-05:00,10.465555480032256,10.600112621918385,10.256244370431611,10.360899925231934,11162000,0.0,0.0
2000-03-15 00:00:00-05:00,10.405750610511971,11.437355196898933,10.405750610511971,11.377552032470703,22138200,0.0,0.0
2000-03-16 00:00:00-05:00,11.616759639289512,11.930726116027065,11.616759639289512,11.900824546813965,17610200,0.0,0.0
2000-03-17 00:00:00-05:00,11.900826806027167,11.94567916836144,11.661614206911043,11.75131893157959,14530800,0.0,0.0
2000-03-20 00:00:00-05:00,11.721427298880911,11.721427298880911,11.497165296989058,11.616771697998047,6755200,0.0,0.0
2000-03-21 00:00:00-05:00,11.616768229324206,11.885882551239053,11.332703111747424,11.826079368591309,8575800,0.0,0.0
2000-03-22 00:00:00-05:00,11.721421544453696,11.721421544453696,11.048635869070512,11.257946968078613,11884200,0.0,0.0
2000-03-23 00:00:00-05:00,11.257947963603,11.57191463987878,11.108440022519295,11.242997169494629,10333800,0.0,0.0
2000-03-24 00:00:00-05:00,11.242997169494629,11.28784955181974,11.093489228410924,11.242997169494629,8769200,0.0,0.0
2000-03-27 00:00:00-05:00,11.242999377171637,11.27290097125986,10.824377059936523,10.824377059936523,10535400,0.0,0.0
2000-03-28 00:00:00-05:00,10.824379254184395,11.123395255681201,10.734674453735352,10.734674453735352,13673000,0.0,0.0
2000-03-29 00:00:00-05:00,10.839329497019449,11.257951877593994,10.839329497019449,11.213099479675293,16292600,0.0,0.0
2000-03-30 00:00:00-05:00,11.272903295097203,11.945689300772766,11.272903295097203,11.616771697998047,18795200,0.0,0.0
2000-03-31 00:00:00-05:00,11.616762132047814,11.64666370767728,11.228041648864746,11.228041648864746,8857000,0.0,0.0
2000-04-03 00:00:00-04:00,11.302800689813301,11.945684856032841,11.302800689813301,11.79617691040039,14186800,0.0,0.0
2000-04-04 00:00:00-04:00,11.796178550310522,12.528767585754395,11.527064210759711,12.528767585754395,27390200,0.0,0.0
2000-04-05 00:00:00-04:00,12.184902870748926,12.184902870748926,11.332707209849922,11.392510414123535,20256600,0.0,0.0
2000-04-06 00:00:00-04:00,11.392507967401723,11.467261956689136,10.704771265957525,10.943984031677246,20675000,0.0,0.0
2000-04-07 00:00:00-04:00,10.943985604788196,11.10844440486015,10.704772804683536,11.048641204833984,12374000,0.0,0.0
2000-04-10 00:00:00-04:00,11.048639199468823,11.287851956155565,10.734672456317478,10.76457405090332,12903000,0.0,0.0
2000-04-11 00:00:00-04:00,10.929030371659639,11.42240657174824,10.929030371659639,11.287849426269531,12096400,0.0,0.0
2000-04-12 00:00:00-04:00,11.40746054329823,11.945689350059352,11.40746054329823,11.601820945739746,15586400,0.0,0.0
2000-04-13 00:00:00-04:00,11.601817035170459,11.63171862546729,11.272899541905318,11.302801132202148,8892800,0.0,0.0
2000-04-14 00:00:00-04:00,11.30280034592811,11.377554316469963,11.018735257869071,11.242997169494629,9488200,0.0,0.0
2000-04-17 00:00:00-04:00,11.24300174123233,11.631722546115364,11.063592138978624,11.601820945739746,10710200,0.0,0.0
2000-04-18 00:00:00-04:00,11.601817996459019,11.751325960330915,11.093490919294577,11.631719589233398,13001000,0.0,0.0
2000-04-19 00:00:00-04:00,11.631724853224796,11.885888506829966,11.4672660185391,11.766282081604004,10073200,0.0,0.0
2000-04-20 00:00:00-04:00,11.766276185943566,11.826079368591309,11.482211068366784,11.826079368591309,8278600,0.0,0.0
2000-04-24 00:00:00-04:00,11.826079238872383,12.06529196683946,11.721423670386788,11.870931625366211,9377600,0.0,0.0
2000-04-25 00:00:00-04:00,11.870935716251337,12.080246925354004,11.527067301296952,12.080246925354004,8711600,0.0,0.0
2000-04-26 00:00:00-04:00,11.990538120872603,11.990538120872603,11.691522207633886,11.826079368591309,9536200,0.0,0.0
2000-04-27 00:00:00-04:00,11.751332055719406,11.751332055719406,11.347660343881715,11.542020797729492,9023200,0.0,0.0
2000-04-28 00:00:00-04:00,11.542013854576796,11.571915444873628,11.183194771014824,11.302801132202148,7568800,0.0,0.0
2000-05-01 00:00:00-04:00,11.242997679839263,11.242997679839263,11.06358814239502,11.06358814239502,7754000,0.0,0.0
2000-05-02 00:00:00-04:00,11.06358814239502,11.377554832922446,10.988834168459917,11.06358814239502,9209400,0.0,0.0
2000-05-03 00:00:00-04:00,11.063592138978624,11.676574946678791,11.033690538603006,11.601820945739746,14397400,0.0,0.0
2000-05-04 00:00:00-04:00,11.601820945739746,11.766279747805644,11.317755742171375,11.601820945739746,6842400,0.0,0.0
2000-05-05 00:00:00-04:00,11.482208859873008,11.482208859873008,11.18319300414715,11.257946968078613,5999200,0.0,0.0
